Plant,Regional Containment/Control,Common fennel,Foeniculum ,vulgare
Plant,Regional Containment/Control,Common tansy,Tanacetum ,vulgare
Plant,Regional Containment/Control,Field scabious,Knautia ,arvensis
Plant,Regional Containment/Control,Garden yellow loosestrife,Lysimachia ,vulgaris
Plant,Regional Containment/Control,Gorse,Ulex,europaeus 
Plant,Regional Containment/Control,Himalayan blackberry,Rubus ,armeniacus
Plant,Regional Containment/Control,Himalayan knotweed,Persicaria,wallichii 
Plant,Regional Containment/Control,Hoary alyssum,Berteroa ,incana
Plant,Regional Containment/Control,Hoary cress,Cardaria ,draba
Plant,Regional Containment/Control,Japanese knotweed,Reynoutria,japonica
Plant,Regional Containment/Control,Giant knotweed,Reynoutria,sachalinensis
Plant,Regional Containment/Control,Bohemian Knotweed,Reynoutria,× bohemica
Plant,Regional Containment/Control,Leafy spurge,Euphorbia ,esula 
Plant,Regional Containment/Control,Maltese star thistle,Centaurea ,melitensis
Plant,Regional Containment/Control,Marsh plume thistle,Cirsium ,palustre 
Plant,Regional Containment/Control,Milk thistle,Silybum ,marianum
Plant,Regional Containment/Control,Policeman's helmet/Himalayan balsam,Impatiens ,glandulifera
Plant,Regional Containment/Control,Princess tree/Royal Paulownia,Paulownia,tomentosa
Plant,Regional Containment/Control,Puncturevine,Tribulus ,terrestris
Plant,Regional Containment/Control,Purple loosestrife,Lythrum,salicaria
Plant,Regional Containment/Control,Rush skeletonweed,Chondrilla ,juncea
Plant,Regional Containment/Control,Shiny geranium,Geranium ,lucidum
Plant,Regional Containment/Control,Spotted knapweed,Centaurea ,stoebe
Plant,Regional Containment/Control,Tamarisk/Salt cedar,Tamarix ,ramosissima
Plant,Regional Containment/Control,Tree of heaven,Ailanthus ,altissima
Plant,Regional Containment/Control,Wild chervil,Anthriscus ,sylvestris
Plant,Regional Containment/Control,Whiplash hawkweed,Hieracium ,flagellare
Plant,Regional Containment/Control,White-flowered broom,Cytisus ,multiflorus
Plant,Regional Containment/Control,Yellow archangel,Lamium ,galeobdolon
Plant,Regional Containment/Control,Yellow flag iris,Iris ,pseudacorus 
Reptile,Regional Containment/Control,Common/European wall lizard,Podarcis ,muralis 
Reptile,Regional Containment/Control,Red-eared slider,Trachemys,scripta
Birds,Management,American black duck,Anas,rubripes
Birds,Management,Eurasian collared dove,Streptopelia,decaocto
Birds,Management,European house sparrow,Passer,domesticus
Birds,Management,European starling,Sturnus,vulgaris
Birds,Management,Mute swan,Cygnus,olor
Birds,Management,Rock pigeon ,Columba,livia
Birds,Management,Wild turkey,Meleagris,gallopavo
Fish,Management,Black crappie,Pomoxis,nigromaculatus
Fish,Management,Bluegill sunfish,Lepomis,macrochirus
Fish,Management,Yellow bullhead,Ameiurus,natalis
Fish,Management,Brown bullhead,Ameiurus,nebulosus
Fish,Management,Black bullhead,Ameiurus,melas
Fish,Management,Common carp,Cyprinus,carpio
Fish,Management,Pumpkinseed sunfish,Lepomis,gibbosus
Fish,Management,Largemouth Bass,Micropterus,nigricans
Fish,Management,Smallmouth Bass,Micropterus ,salmoides
Fish,Management,Tench,Tinca,tinca
Fish,Management,Walleye (southern BC),Sander,vitreus
Insects and spiders,Management,Balsam woolly adelgid,Adelges ,piceae
Insects and spiders,Management,Brown marmorated stinkbug,Halyomorpha ,halys
Insects and spiders,Management,Drumming katydid,Meconema,thalassinum
Insects and spiders,Management,European chafer beetle,Amphimallon ,majale
Insects and spiders,Management,European paper wasp,Polistes,dominula
Insects and spiders,Management,Large yellow underwing,Noctua,pronuba
Insects and spiders,Management,Praying mantis,Mantis,religiosa
Insects and spiders,Management,Spotted wing drosophila,Drosophila ,suzukii 
Insects and spiders,Management,Winter moth,Operophtera,brumata
Insects and spiders,Management,Woodlouse spider ,Dysdera,crocata
Mammal,Management,Eastern cottontail rabbit,Sylvilagus ,floridanus 
Other invertebrates,Management,Grove snail/brown-lipped snail,Cepaea,nemoralis
Other invertebrates,Management,Peach blossom jellyfish,Craspedacusta,sowerbii
Other invertebrates,Management,Land slugs ,Arion,rufus
Other invertebrates,Management,Land slugs ,Arion,vulgaris
Plant,Management,Black locust,Robinia,pseudoacacia
Plant,Management,Bur chervil,Anthriscus,caucalis 
Plant,Management,Carpet burweed,Soliva ,sessilis 
Plant,Management,Clary sage,Salvia ,sclarea
Plant,Management,Cypress spurge,Euphorbia ,cyparissias
Plant,Management,Diffuse knapweed,Centaurea ,diffusa
Plant,Management,English holly,Ilex ,aquifolium
Plant,Management,English ivy ,Hedera,helix
Plant,Management,Spotted Hawkweed,Hieracium,maculatum
Plant,Management,Common Hawkweed,Hieracium,lachenalii
Plant,Management,Wall Hawkweed,Hieracium,murorum
Plant,Management,New England hawkweed,Hieracium,sabaudum
Plant,Management,Longspine Sandbur,Cenchrus ,longispinus
Plant,Management,Meadow clary,Salvia,pratensis
Plant,Management,Mountain bluet,Centaurea ,montana
Plant,Management,Orange hawkweed,Hieracium ,aurantiacum
Plant,Management,Russian olive,Elaeagnus,angustifolia
Plant,Management,Scentless chamomile,Tripleurospermum,inodorum 
Plant,Management,Scotch thistle,Onopordum ,acanthium
Plant,Management,Siberian elm,Ulmus,pumila
Plant,Management,Spurge laurel,Daphne ,laureola 
Plant,Management,Sulphur cinquefoil,Potentilla,recta
Plant,Management,Sweet fennel,Foeniculum ,vulgare
Plant,Management,Eurasian watermilfoil,Myriophyllum ,spicatum
Plant,Management,Tansy ragwort,Jacobaea,vulgaris
