Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
IITRI63650,Parapsyche elsis,A Caddisfly,,S4S5 (2016),Not Reviewed,G5 (2004),,,,,,
IICOLQDB60,Paraptochus sellatus,A Broad-nosed Weevil,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQDB90,Paraptochus variegatus,A Broad-nosed Weevil,,SU (2023),Not Reviewed,GNR,,,,,,
NLART0M010,Paraschismatomma ochroleucum,,,SU (2020),Unknown,GNR,,,,,,
IIDIP1H010,Parasimulium furcatum,Forked Black Fly,,S2S4 (2009),Not Reviewed,GNR,,,,,,
IIDIP1H020,Parasimulium melanderi,Melander's Black Fly,,S1 (2009),Not Reviewed,GNR,,,,,,
NFFUNPACO1,Parasola conopilus,,,SU (2021),Unknown,GNR,,,,,,
NFAGA6B070,Parasola galericuliformis,,,SU (2025),Unknown,GNR,,,,,,
NFAGA6B080,Parasola lactea,,,SU (2025),Unknown,GNR,,,,,,
NFAGA6B020,Parasola leiocephala,,,SU (2021),Unknown,GNR,,,,,,
NFAGA6B090,Parasola megasperma,,,SU (2025),Unknown,GNR,,,,,,
NFAGA6B030,Parasola misera,,,SU (2025),Unknown,GNR,,,,,,
NFFUNPAPL1,Parasola plicatilis,,,SU (2021),Unknown,GNR,,,,,,
ILARA61010,Parasteatoda tepidariorum,Common House Spider,,SNA,Exotic,GNR,,,,,,
IDANT47030,Parastenella pacifica,Pacific Tree Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
IDANT47040,Parastenella ramosa,Branched Tree Coral,,SNR (2022),Not Reviewed,GNR,,,,,,
IILEYBN020,Parastichtis suspecta,Suspected Moth,,S4S5 (2020),Not Reviewed,G5 (2016),,,,,,
AMACC03010,Parastrellus hesperus,Canyon Bat,,SNA (2022),Accidental,G5 (2014),,,,,,
IILEJ0X010,Paraswammerdamia albicapitella,am ermine moth,,SNA (2020),Exotic,GNR,,,,,,
IILEJ0X050,Paraswammerdamia nebulella,am ermine moth,,SNA (2020),Exotic,GNR,,,,,,
ILARA0V010,Parasyrisca orites,Cascadia Alpine Ground Spider,,S2S3 (2018),Not Reviewed,GNR,,,,,,
IICOLSC0A0,Paratenetus fuscus,Brownish Darkling Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
ILARADW010,Parathyas barbigera,a water mite,,SU (2024),Not Reviewed,GNR,,,,,,
ILARADW040,Parathyas rivalis,a water mite,,SU (2024),Not Reviewed,GNR,,,,,,
ILARAEL010,Parathyasella heatherensis,a water mite,,SNR (2024),Not Reviewed,GNR,,,,,,
ILARAEL020,Parathyasella pacifica,a water mite,,SNR (2024),Not Reviewed,GNR,,,,,,
IIHOMW6020,Paratrioza cockerelli,,,SNR,Not Reviewed,GNR,,,,,,
IICOLQDC00,Parauleutes nebulosus,A Weevil,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IIDIPB5020,Paravilla montivaga,,,S1S2 (2016),Not Reviewed,GNR,,,,,,
IIDIPB5040,Paravilla syrtis,,,SU (2016),Not Reviewed,GNR,,,,,,
IICLL2J010,Paraxenylla affiniformis,,,SU (2019),Not Reviewed,GNR,,,,,,
ILARAAL010,Parazygiella dispar,Pacific Sector Spider,,S4S5 (2018),Not Reviewed,GNR,,,,,,
IIORT05020,Pardalophora apiculata,Coral-winged Grasshopper,,SNR (2015),Not Reviewed,G5 (2017),,,,,,
IICOLRT810,Pardalosus pardalis,A Scarab Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
ILARA89170,Pardosa albomaculata,Whitespotted Leopard Spider,,SU (2018),Not Reviewed,GNR,,,,,,
ILARA89190,Pardosa altamontis,Blacktipped Leopard Spider,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARA89200,Pardosa anomala,Anomalus Leopard Spider,,S4S5 (2018),Not Reviewed,GNR,,,,,,
ILARA89220,Pardosa bucklei,Buckle Leopard Spider,,SU (2018),Not Reviewed,GNR,,,,,,
ILARA89160,Pardosa coloradensis,Great Basin Leopard Spider,,S3S4 (2018),Not Reviewed,GNR,,,,,,
ILARA89060,Pardosa concinna,Striking Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89020,Pardosa distincta,Pale Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89230,Pardosa diuturna,Northwestern Alpine Leopard Spider,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARA89240,Pardosa dorsalis,Mountain Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89250,Pardosa dorsuncata,Western Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89080,Pardosa furcifera,Forked Leopard Spider,,SU (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89260,Pardosa fuscula,Common Whitebanded Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89540,Pardosa groenlandica,Greenland Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89280,Pardosa hyperborea,Panboreal Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89100,Pardosa lapponica,Lapland Leopard Spider,,SU (2018),Not Reviewed,G5 (2016),,,,,,
ILARA89310,Pardosa lowriei,Lowrie Leopard Spider,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARA89320,Pardosa mackenziana,Common Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89330,Pardosa metlakatla,West Coast Leopard Spider,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARA89040,Pardosa moesta,Shiny Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89120,Pardosa ontariensis,Prairie Leopard Spider,,SNR (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89360,Pardosa palustris,Linnaeus Leopard Spider,,SU (2018),Not Reviewed,GNR,,,,,,
ILARA89130,Pardosa podhorskii,Podhorski Leopard Spider,,SNR,Not Reviewed,G5 (2016),,,,,,
ILARA89390,Pardosa rainieriana,Rainier Leopard Spider,,S3S4 (2018),Not Reviewed,GNR,,,,,,
ILARA89400,Pardosa sinistra,Lefthanded Leopard Spider,,SU (2018),Not Reviewed,GNR,,,,,,
ILARA89140,Pardosa tesquorum,Holarctic Shoreline Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89150,Pardosa uintana,Boreal Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARA89460,Pardosa vancouveri,Vancouver Leopard Spider,,S4S5 (2018),Not Reviewed,GNR,,,,,,
ILARA89470,Pardosa wyuta,Wyuta Leopard Spider,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARA89480,Pardosa xerampelina,Ubiquitous Leopard Spider,,S5 (2018),Not Reviewed,G5 (2015),,,,,,
AFC4E08010,Paricelinus hopliticus,Thornback Sculpin,,SNR,Not Reviewed,GNR,,,,,,
PDURT06060,Parietaria pensylvanica,Pennsylvania pellitory,,S4S5 (2019),Yellow,G5 (2024),,,,,,
IICLL2K010,Parisotoma ekmani,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL2K020,Parisotoma notabilis,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL2K030,Parisotoma tariva,,,SU (2019),Not Reviewed,GNR,,,,,,
IIHOMP2010,Parkana alata,,,SNR,Not Reviewed,GNR,,,,,,
ABPBX10020,Parkesia noveboracensis,Northern Waterthrush,,S5B (2015),Yellow,G5 (2016),,,,,,
NLLEC9M020,Parmelia barrenoae,,,SU (2025),Unknown,GNR,,,,,,
NLT0020550,Parmelia fraudans,pea-green crottle,,S4 (2019),Yellow,G5 (2013),,,,,,
NLT0020560,Parmelia hygrophila,granulating crottle,,S5 (2018),Yellow,G5 (2015),,,,,,
NLLEC9M060,Parmelia imbricaria,,,SU (2025),Unknown,GNR,,,,,,
NLT0020581,Parmelia omphalodes,smoker's crottle,,S4 (2019),Yellow,G5 (2018),,,,,,
NLT0020590,Parmelia pseudosulcata,cutting-edge crottle,,S3S4 (2010),Yellow,G3G5 (2000),,,,,,
NLT0020600,Parmelia saxatilis,pebbled crottle,,S5 (2018),Yellow,G5 (2013),,,,,,
NLT0020610,Parmelia skultii,silver-rimmed crottle,,S4 (2018),Yellow,GNR,,,,,,
NLTEST0090,Parmelia squarrosa,bottlebrush crottle,,S3S4 (2010),Yellow,G5 (2013),,,,,,
NLT0020620,Parmelia sulcata,hammered crottle,,S5 (2018),Yellow,G5 (2013),,,,,,
NLLEC9M010,Parmelia sulymae,,,S5 (2019),Yellow,GNR,,,,,,
NLVER00190,Parmeliella parvula,poor-man's crisps,,S3S4 (2019),Yellow,GNR,,,,,,
NLT0020690,Parmeliella triptophylla,home-coming crisps,,S4 (2019),Yellow,G5 (2013),,,,,,
NLT0020750,Parmeliopsis ambigua,green starburst,,S5 (2018),Yellow,G5 (2013),,,,,,
NLT0020760,Parmeliopsis hyperopta,grey starburst,,S5 (2018),Yellow,G5 (2013),,,,,,
NLT0020780,Parmotrema arnoldii,king ruffle,,S5 (2019),Yellow,G3G5 (2000),,,,,,
NLT0020810,Parmotrema crinitum,snuff ruffle,,S3S4 (2025),Yellow,G5 (2017),,,,,,
NLT0020800,Parmotrema perlatum,queen ruffle,,S3S4 (2025),Yellow,G3G5 (2000),,,,,,
PDSAX0P043,Parnassia fimbriata,fringed grass-of-Parnassus,,S5 (2019),Yellow,G4G5 (2002),,,,,,
PDSAX0P070,Parnassia kotzebuei,Kotzebue's grass-of-Parnassus,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSAX0P0D0,Parnassia palustris,northern grass-of-Parnassus,,S5 (2019),Yellow,G5 (2017),,,,,,
PDSAX0P0A0,Parnassia parviflora,small-flowered grass-of-Parnassus,,S4 (2019),Yellow,G5? (2016),,,,,,
IILEP90020,Parnassius clodius,Clodius Parnassian,,S5 (2020),Yellow,G5 (2020),,,,,,
IILEP90028,Parnassius clodius altaurus,"Clodius Parnassian, altaurus subspecies",,S4 (2023),Yellow,G5T4 (2015),,,,,,
IILEP90023,Parnassius clodius claudianus,"Clodius Parnassian, claudianus subspecies",CDF; CMA; CWH; MH,S3S4 (2023),Blue,G5TNR,,,,,,
IILEP90024,Parnassius clodius pseudogallatinus,"Clodius Parnassian, pseudogallatinus supspecies",CMA; CWH; ESSF; IDF; IMA; MH; MS,S3S4 (2023),Blue,G5TNR,,,,,,
IILEP90010,Parnassius eversmanni,Eversmann's Parnassian,,S4S5 (2020),Yellow,G5? (2023),,,,,,
IILEP90030,Parnassius phoebus,Phoebus Parnassian,BAFA; CWH; MH; SWB,S1S3 (2020),Red,G5 (2020),,,,,,
IILEP90050,Parnassius smintheus,Rocky Mountain Parnassian,,S5 (2020),Yellow,G5 (2021),,,,,,
IILEP90055,Parnassius smintheus magnus,"Rocky Mountain Parnassian, magnus subspecies",,S5 (2021),Yellow,G5T5 (2015),,,,,,
IILEP90054,Parnassius smintheus olympiannus,"Rocky Mountain Parnassian, olympiannus subspecies",CDF; CMA; CWH; MH,S3 (2021),Blue,G5T4 (2001),,,,,,
IILEP90051,Parnassius smintheus smintheus,"Rocky Mountain Parnassian, smintheus subspecies",BAFA; ESSF; ICH; IMA; MS; SWB,S3 (2021),Blue,G5TNR,,,,,,
IILEP90056,Parnassius smintheus yukonensis,"Rocky Mountain Parnassian, yukonensis subspecies",,S4 (2021),Yellow,G5T4 (2018),,,,,,
ILARA7J010,Paroligolophus agrestis,Field Harvestman,,SNA (2024),Exotic,GNR,,,,,,
IICOLQM580,Paromalus mancus,A Clown Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICLL2L010,Paronychiurus dentatus,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL2L020,Paronychiurus eous,,,SU (2019),Not Reviewed,GNR,,,,,,
IICLL2L030,Paronychiurus ramosus,,,SU (2019),Not Reviewed,GNR,,,,,,
AFCTB16100,Parophrys vetulus,English Sole,,SNR,Not Reviewed,G5 (2017),,,,,,
NFHEL3U010,Parorbiliopsis extumescens,,,SU (2021),Unknown,GNR,,,,,,
IILEF2H010,Parornix alta,a gracillariid moth,,SU (2020),Unknown,GNR,,,,,,
IILEF2H030,Parornix arbutifoliella,a gracillariid moth,,SU (2020),Unknown,GNR,,,,,,
IILEF2H240,Parornix betulae,a gracillariid moth,,SU (2020),Unknown,GNR,,,,,,
IILEF2H050,Parornix conspicuella,Black Birch Leafminer,,SU (2020),Unknown,GNR,,,,,,
IILEF2H190,Parornix spiraeifoliella,a gracillariid moth,,SU (2020),Unknown,GNR,,,,,,
IICOLRZP60,Parothius californicus,A Rove Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLRZP70,Parothius punctatus,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
PDBRA1Z020,Parrya nudicaulis,northern parrya,BAFA; CMA,SH (2015),Red,G5 (2016),,,,,Y,
IIHEMBB0A0,Parthenicus basicornis,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB010,Parthenicus brindleyi,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB020,Parthenicus brooksi,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB030,Parthenicus giffardi,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB040,Parthenicus grex,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB080,Parthenicus lalannei,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB060,Parthenicus pallidicollis,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB070,Parthenicus sabulosus,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMBB090,Parthenicus thibodeaui,,,SNR,Not Reviewed,GNR,,,,,,
PDVIT03050,Parthenocissus vitacea,woodbine,,SNA (2019),Exotic,G5 (2025),,,,,,
IIHEMX1010,Parthenolecanium corni,,,SNA,Exotic,GNR,,,,,,
IIHEMX1040,Parthenolecanium pruinosum,,,SNR,Not Reviewed,GNR,,,,,,
IIHEMX1050,Parthenolecanium quercifex,,,SNR,Not Reviewed,GNR,,,,,,
ILARA64020,Paruroctonus boreus,Northern Scorpion,,SU (2024),Unknown,GNR,,,,,,
IICOL025V0,Parvindela terricola,Variable Tiger Beetle,,S4S5 (2024),Yellow,G5 (2015),,,,,,
NLT0006840,Parvoplaca tiroliensis,,,S5 (2020),Yellow,G4G5 (2002),,,,,,
IIHOM8R010,Pasaremus concentricus,,,SNR,Not Reviewed,GNR,,,,,,
PMPOA7M010,Pascopyrum smithii,western bluegrass,,S5 (2019),Yellow,G5 (2016),,,,,,
ICMALL7020,Pasiphaea pacifica,Pacific Glass Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
ICMALL7030,Pasiphaea tarda,Crimson Glass Shrimp,,SNR,Not Reviewed,G5 (2016),,,,,,
IILEU75010,Pasiphila rectangulata,Green Pug,,SNA (2020),Exotic,G5 (2011),,,,,,
PMPOA4P0F0,Paspalum distichum,knotgrass,,SU (2019),Unknown,G5 (1989),,,,,,
ABPBZ01010,Passer domesticus,House Sparrow,,SNA (2024),Exotic,G5 (2016),,,,,,
ABPBX99010,Passerculus sandwichensis,Savannah Sparrow,,S5B (2022),Yellow,G5 (2016),,,,,,
ABPBXA2010,Passerella iliaca,Fox Sparrow,,S5 (2015),Yellow,G5 (2016),,,,,,
ABPBX64020,Passerina amoena,Lazuli Bunting,,S5B (2015),Yellow,G5 (2016),,,,,,
ABPBX64010,Passerina caerulea,Blue Grosbeak,,SNA (2024),Accidental,G5 (2016),,,,,,
ABPBX64060,Passerina ciris,Painted Bunting,,SNA (2024),Accidental,G5 (1996),,,,,,
ABPBX64030,Passerina cyanea,Indigo Bunting,,SNA (2015),Accidental,G5 (2016),,,,,,
PDAPI1M010,Pastinaca sativa,common parsnip,,SNA (2019),Exotic,GNR (1994),,,,,,
ABNPB01080,Patagioenas fasciata,Band-tailed Pigeon,CDF; CWH; ICH; IDF; MS; SBS,S3S4 (2022),Blue,G4 (2016),SC,1-SC (2011),,,,
NFPAT01020,Patellaria atrata,,,SU (2025),Unknown,GNR,,,,,,
NFPAT01010,Patellaria compressa,,,SU (2021),Unknown,GNR,,,,,,
NFHEL3P010,Patellariopsis clavispora,,,SU (2021),Unknown,GNR,,,,,,
IEECH97010,Patiria miniata,Bat Star,,SNR,Not Reviewed,GNR,,,,,,
IICOLA0050,Patrobus fossifrons,A Ground Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLA0040,Patrobus foveocollis,A Ground Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLA0060,Patrobus lecontei,A Ground Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLA0010,Patrobus longicornis,A Beetle,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLA0030,Patrobus septentrionis,A Ground Beetle,,SU (2023),Not Reviewed,G5 (2017),,,,,,
IICOLA0020,Patrobus stygicus,A Ground Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
ITUNID1010,Pauropus mixtus,,,SU (2020),Not Reviewed,GNR,,,,,,
NFBOL0Z050,Paxillus ammoniavirescens,,,SU (2025),Unknown,GNR,,,,,,
NFBOL0Z010,Paxillus filamentosus,,,SU (2021),Unknown,GNR,,,,,,
NFFUNPAIN1,Paxillus involutus,,,S4S5 (2021),Yellow,GNR,,,,,,
NFBOL0Z030,Paxillus rubicundulus,,,SU (2025),Unknown,GNR,,,,,,
NFFUNPAVE1,Paxillus vernalis,,,SU (2021),Unknown,GNR,,,,,,
NFPEZ0T010,Paxina queletii,,,SU (2021),Unknown,GNR,,,,,,
PDCEL0A020,Paxistima myrsinites,falsebox,,S5 (2019),Yellow,G4G5 (2016),,,,,,
PDSAX0N070,Pectiantia pentandra,five-stamened mitrewort,,S5 (2019),Yellow,G5? (1987),,,,,,
IEECH1C010,Pectinaster agassizi,,,SNR,Not Reviewed,GNR,,,,,,
PDBOR0T030,Pectocarya penicillata,winged combseed,,SU (2019),Unknown,G5 (1990),,,,,,Y
IICOLRU170,Pectotoma hoppingi,A False Flower Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQB020,Pediacus andrewsi,A Flat Bark Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQB010,Pediacus fuscus,A Flat Bark Beetle,,SU (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQB030,Pediacus hesperoglaber,A Flat Bark Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQB040,Pediacus ommatodon,A Flat Bark Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQB050,Pediacus stephani,A Flat Bark Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IILER67010,Pediasia aridella,,,SU (2020),Unknown,GNR,,,,,,
IILER67030,Pediasia browerellus,,,SU (2020),Unknown,GNR,,,,,,
IILER67080,Pediasia dorsipunctellus,,,SU (2020),Unknown,GNR,,,,,,
IILER67040,Pediasia trisecta,Greater Sod Webworm Moth,,S4S5 (2020),Yellow,GNR,,,,,,
IILER67020,Pediasia truncatellus,Sod Webworm Moth,,SU (2020),Unknown,GNR,,,,,,
IEECH0R010,Pedicellaster magister,,,SNR,Not Reviewed,GNR,,,,,,
PDSCR1K046,Pedicularis bracteosa var. bracteosa,bracted lousewort,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDSCR1K048,Pedicularis bracteosa var. latifolia,bracted lousewort,,S3S4 (2001),Yellow,G5T3T5 (2004),,,,,,
PDSCR1K060,Pedicularis capitata,capitate lousewort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR1K094,Pedicularis contorta var. contorta,coil-beaked lousewort,,S4 (2019),Yellow,G5T4T5 (2002),,,,,,
PDSCR1K0G0,Pedicularis groenlandica,elephant's-head lousewort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR1K0K0,Pedicularis labradorica,Labrador lousewort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR1K0L0,Pedicularis lanata,woolly lousewort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR1K0N1,Pedicularis langsdorffii ssp. arctica,Langsdorf's lousewort,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDSCR1K0R0,Pedicularis oederi,Oeder's lousewort,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR1K0S0,Pedicularis ornithorhynchos,bird's-beak lousewort,,S5 (2019),Yellow,G4 (2016),,,,,,
PDSCR1K0V0,Pedicularis parviflora,small-flowered lousewort,,S4 (2019),Yellow,G4G5 (2016),,,,,,
PDSCR1K0V2,Pedicularis pennellii,Pennell?s lousewort,,S3 (2019),Blue,G4G5T3T4 (2000),,,,,,
PDSCR1K0Y0,Pedicularis racemosa,sickletop lousewort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSCR1K114,Pedicularis sudetica ssp. interior,Sudeten lousewort,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDSCR1K130,Pedicularis verticillata,whorled lousewort,,S4 (2019),Yellow,G4 (2016),,,,,,
IICOLDU090,Pedilus flabellatus,A Fire-colored Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLDU100,Pedilus inconspicuus,A Fire-colored Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLDU120,Pedilus oregonus,A Fire-colored Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLDU130,Pedilus punctulatus,A Fire-colored Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
IITRI66140,Pedomoecus sierra,A Caddisfly,,SU (2016),Not Reviewed,G4G5 (2005),,,,,,
AMAJF01020,Pekania pennanti,Fisher,BAFA; BWBS; CDF; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP; SBPS; SBS; SWB,S2S3 (2025),No Status,G5 (2016),,,Y,,,
AMAJF01024,Pekania pennanti pop. 4,Fisher - Boreal Population,BWBSdk; BWBSmk; BWBSmw; BWBSvk; BWBSwk; SBSun; SBSwk,S3 (2025),Blue,G5TNRQ,,,,,,
AMAJF01025,Pekania pennanti pop. 5,Fisher - Columbian Population,BWBSdk; CWHvm; CWHws; ICHdk; ICHdw; ICHmc; ICHmk; ICHmm; ICHmw; ICHvc; ICHvk; ICHwk; IDFdc; IDFdk; IDFdw; IDFmw; IDFww; MSdc; MSdm; MSdv; MSmw; MSxk; MSxv; SBPSdc; SBPSmc; SBPSmk; SBPSxc; SBSdh; SBSdk; SBSdw; SBSmc; SBSmh; SBSmk; SBSmm; SBSmw; SBSvk; SBSwk,S1S2 (2025),Red,G5TNRQ,,,,,,
ABNFC01010,Pelecanus erythrorhynchos,American White Pelican,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBPS; SBS,S1B (2022),Red,G4 (2016),NAR,,Y,,Y,
ABNFC01020,Pelecanus occidentalis,Brown Pelican,,SNRM (2015),Not Reviewed,G4 (2016),,,,,,
IICOLRZP90,Pelecomalium puberulum,A Rove Beetle,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLRZQ00,Pelecomalium testaceum,A Rove Beetle,,S5 (2023),Not Reviewed,G5 (2018),,,,,,
ILARAP4030,Pelecopsis mengei,Menge Helmet Money Spider,,SU (2018),Not Reviewed,G5 (2015),,,,,,
ILARAP4010,Pelecopsis moesta,Midland Helmet Money Spider,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARAP4040,Pelecopsis sculpta,Bilobed Helmet Money Spider,,S5 (2018),Not Reviewed,G5 (2017),,,,,,
ILARAX8080,Pelegrina aeneola,Darkheaded Whitecheeked Jumper,,S4S5 (2018),Not Reviewed,GNR,,,,,,
ILARAX8120,Pelegrina balia,,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARAX8100,Pelegrina clemata,Bulging Whitecheeked Jumper,,SU (2018),Not Reviewed,GNR,,,,,,
ILARAX8040,Pelegrina flaviceps,Bigheaded Whitecheeked Jumper,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARAX8010,Pelegrina flavipes,Striped Whitecheeked Jumper,,S4S5 (2018),Not Reviewed,G5 (2015),,,,,,
ILARAX8110,Pelegrina helenae,Blunt Whitecheeked Jumper,,SU (2018),Not Reviewed,GNR,,,,,,
ILARAX8020,Pelegrina montana,Flared Whitecheeked Jumper,,S4 (2018),Not Reviewed,G5 (2015),,,,,,
ILARAX8070,Pelegrina proterva,Common Whitecheeked Jumper,,S4 (2018),Not Reviewed,G5 (2017),,,,,,
IICOLQD650,Pelenomus fuliginosus,A Weevil,,S4S5 (2023),Not Reviewed,G5 (2018),,,,,,
IICOLQDB80,Pelenomus squamipennis,A Weevil,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLQD660,Pelenomus squamosus,A Weevil,,S4S5 (2023),Not Reviewed,GNR,,,,,,
IICOLQDC30,Pelenomus ventralis,A Weevil,,SU (2023),Not Reviewed,GNR,,,,,,
IICOLRZQ20,Pelioptera robustum,A Rove Beetle,,SU (2023),Not Reviewed,GNR,,,,,,
PPADI0H040,Pellaea breweri,Brewer's cliff-brake,CMA,S2S3 (2019),Blue,G5 (1984),,,,,Y,
PPADI0H0G0,Pellaea gastonyi,Gastony's cliff-brake,,S3S4 (2019),Yellow,G3 (2016),,,,,,
PPADI0H061,Pellaea glabella ssp. occidentalis,western dwarf cliffbrake,IMAun,S2? (2018),Red,G5T4 (2011),,,,,Y,
PPADI0H066,Pellaea glabella ssp. simplex,simple cliff-brake,,S4S5 (2020),Yellow,G5T4? (2011),,,,,,
ILARAX9070,Pellenes canadensis,,,SNR (2018),Not Reviewed,GNR,,,,,,
ILARAX9020,Pellenes ignifrons,Atypical Roundbulbed Jumper,,S4 (2018),Not Reviewed,GNR,,,,,,
ILARAX9040,Pellenes lapponicus,Hitchhiking Roundbulbed Jumper,,SU (2018),Not Reviewed,GNR,,,,,,
ILARAX9060,Pellenes shoshonensis,Elbowed Roundbulbed Jumper,,S2S3 (2018),Not Reviewed,GNR,,,,,,
NBHEP2H060,Pellia columbiana,,,SU (2021),Unknown,GNR,,,,,,
NBHEP2H020,Pellia epiphylla,,,S2 (2021),Red,G5T5 (2018),,,,,,
NBHEP2H080,Pellia neesiana,,,S5 (2023),Yellow,GNR,,,,,,
NFAGA1K0C0,Pellidiscus pallidus,,,SU (2021),Unknown,GNR,,,,,,
IILEM0S430,Pelochrista agricolana,,,S5? (2020),Yellow,GNR,,,,,,
IILEM0S010,Pelochrista argenteana,,,SU (2020),Unknown,GNR,,,,,,
IILEM0S440,Pelochrista argentialbana,a tortricid moth,,SNR (2020),Not Reviewed,GNR,,,,,,
IILEM0R2Z0,Pelochrista biplagata,,,SU (2020),Unknown,GNR,,,,,,
IILEM0R3V0,Pelochrista biquadrana,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM0R3Z0,Pelochrista canana,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM0R060,Pelochrista canariana,,,SU (2020),Unknown,GNR,,,,,,
IILEM0R0B0,Pelochrista caniceps,,,SU (2020),Unknown,GNR,,,,,,
IILEM0R400,Pelochrista cataclystiana,Solidaga Eucosma Moth,,SU (2020),Unknown,GNR,,,,,,
IILEM0R100,Pelochrista comatulana,a tortricid moth,,SU (2020),Unknown,GNR,,,,,,
IILEM0R410,Pelochrista conspiciendana,,,SU (2020),Unknown,GNR,,,,,,
IILEM0R040,Pelochrista crambitana,,,SU (2020),Unknown,GNR,,,,,,
IILEM0R3C0,Pelochrista derelicta,Derelict Eucosma Moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEM0R270,Pelochrista dodana,,,SU (2020),Unknown,GNR,,,,,,
