"","score_spatial_density","score_spatial_lastupdate","score_spatial_climfreq","score_spatial_completeness","score_spatial_modeldisagree","total","cellID"
"20440",1,1,0.345707656612529,1,0.460713529628057,0.761284237248117,20440
"20592",0.719266958439321,0.125,0.877030162412993,0.528931743163228,0.205373429661961,0.491120458735501,20592
"20593",1,1,0.877030162412993,1,0.242136022300211,0.823833236942641,20593
"20594",1,1,0.877030162412993,1,0.264787163053046,0.828363465093208,20594
"20595",1,1,0.877030162412993,1,0.245743906608229,0.824554813804244,20595
"20596",1,1,0.877030162412993,1,0.1991580648225,0.815237645447099,20596
"20625",1,1,0.981438515081206,1,0.703375151239354,0.936962733264112,20625
"20626",1,1,0.981438515081206,1,0.650222024057868,0.926332107827815,20626
"20627",1,1,0.981438515081206,1,0.591216453426769,0.914530993701595,20627
"20628",1,1,0.990719257540603,1,0.512978949675078,0.900739641443136,20628
"20629",1,1,0.990719257540603,1,0.491903970151307,0.896524645538382,20629
"20640",1,1,0.958236658932715,1,0.426356759154436,0.87691868361743,20640
"20641",1,1,0.958236658932715,1,0.232702011649211,0.838187734116385,20641
"20642",1,1,0.958236658932715,1,0.209926890441072,0.833632709874757,20642
"20643",1,1,0.902552204176334,1,0.231069113002083,0.826724263435684,20643
"20644",1,1,0.902552204176334,1,0.21391481640723,0.823293404116713,20644
"20645",1,1,0.902552204176334,1,0.283163082758988,0.837143057387064,20645
"20646",1,1,0.691415313225058,1,0.340709645732481,0.806424991791508,20646
"20647",1,1,0.691415313225058,1,0.335831359697721,0.805449334584556,20647
"20648",1,1,0.691415313225058,1,0.337876382819811,0.805858339208974,20648
"20649",1,1,0.327146171693735,1,0.341970037054415,0.73382324174963,20649
"20668",0.719266958439321,0,0.169373549883991,0.528931743163228,0.310574400918835,0.345629330481075,20668
"20669",1,1,0.169373549883991,1,0.28843357857646,0.69156142569209,20669
"20670",1,1,0.169373549883991,1,0.294819261787473,0.692838562334293,20670
"20671",1,1,0.169373549883991,1,0.336148226150962,0.701104355206991,20671
"20672",1,1,0.169373549883991,1,0.33030547475406,0.69993580492761,20672
"20673",1,1,0.169373549883991,1,0.321603497062406,0.698195409389279,20673
"20674",1,1,0.169373549883991,1,0.314640464638422,0.696802802904483,20674
"20675",0.719266958439321,0.104166666666667,0.169373549883991,0.528931743163228,0.272743772369762,0.358896538104593,20675
"20676",1,1,0.169373549883991,1,0.282697934973755,0.690414296971549,20676
"20691",1,1,0.480278422273782,1,0.308580172642342,0.757771718983225,20691
"20692",1,1,0.480278422273782,1,0.389191910956211,0.773894066645999,20692
"20693",1,1,0.480278422273782,1,0.352114008252748,0.766478486105306,20693
"20711",1,1,0.781902552204176,1,0.348103337797927,0.826001178000421,20711
"20712",1,1,0.781902552204176,1,0.335677348027994,0.823515980046434,20712
"20714",1,1,0.781902552204176,1,0.340262325664644,0.824432975573764,20714
"20715",1,1,0.624129930394432,1,0.376406254062305,0.800107236891347,20715
"20726",1,1,0.510440835266821,1,0.368204796611036,0.775729126375571,20726
"20727",1,1,0.510440835266821,1,0.407224505612459,0.783533068175856,20727
"20728",1,1,0.561484918793503,1,0.491729159477952,0.810642815654291,20728
"20729",1,1,0.561484918793503,1,0.546771175764492,0.821651218911599,20729
"20730",1,1,0.561484918793503,1,0.530203708200591,0.818337725398819,20730
"20731",1,1,0.561484918793503,1,0.458433421169035,0.803983667992508,20731
"20732",0.543366214503269,0,0.561484918793503,0.133741448993908,0.43259405491609,0.334237327441354,20732
"20733",0.719266958439321,0.145833333333333,0.561484918793503,0.528931743163228,0.432874629230347,0.477678316591946,20733
"20885",0.560629045536308,0.0208333333333334,0.877030162412993,0.153468539267231,0.221861945905966,0.366764605291166,20885
"20886",0.560629045536308,0,0.877030162412993,0.153468539267231,0.24410715236349,0.367046979916004,20886
"20887",1,1,0.877030162412993,1,0.264771776035056,0.82836038768961,20887
"20888",1,1,0.877030162412993,1,0.198299044749162,0.815065841432431,20888
"20889",1,1,0.877030162412993,1,0.100524874175755,0.79551100731775,20889
"20918",1,1,1,1,0.676172106095435,0.935234421219087,20918
"20919",1,1,0.995359628770302,1,0.653012132575254,0.929674352269111,20919
"20920",1,1,0.995359628770302,1,0.587700502129687,0.916612026179998,20920
"20921",0.719266958439321,0.166666666666667,0.995359628770302,0.528931743163228,0.51692425183278,0.585429849774459,20921
"20922",1,1,0.988399071925754,1,0.453346154669244,0.888349045319,20922
"20927",1,1,0.965197215777262,1,0.382499513186586,0.86953934579277,20927
"20932",1,1,0.979118329466357,1,0.435097858781486,0.882843237649569,20932
"20933",1,1,0.979118329466357,1,0.374464730743987,0.870716612042069,20933
"20934",1,1,0.958236658932715,1,0.270042590204624,0.845655849827468,20934
"20935",1,1,0.958236658932715,1,0.214213501418524,0.834490032070248,20935
"20936",1,1,0.958236658932715,1,0.261669611718328,0.843981254130209,20936
"20937",1,1,0.902552204176334,1,0.304749547984239,0.841460350432115,20937
"20938",1,1,0.902552204176334,1,0.315655088141968,0.84364145846366,20938
"20939",1,1,0.88631090487239,1,0.335111459490492,0.844284472872576,20939
"20940",1,1,0.691415313225058,1,0.350989517903503,0.808480966225712,20940
"20941",1,1,0.691415313225058,1,0.321503463759239,0.80258375539686,20941
"20953",1,1,0.169373549883991,1,0.303975669410449,0.694669843858888,20953
"20961",1,1,0.169373549883991,1,0.313590787031821,0.696592867383162,20961
"20962",1,1,0.169373549883991,1,0.316321469824554,0.697139003941709,20962
"20986",1,1,0.480278422273782,1,0.362972503045126,0.768650185063782,20986
"20987",1,1,0.480278422273782,1,0.365151517027327,0.769085987860222,20987
"20989",1,1,0.480278422273782,1,0.422380965940394,0.780531877642835,20989
"21004",0.543366214503269,0,0.781902552204176,0.133741448993908,0.354013579839257,0.362604759108122,21004
"21005",0.719266958439321,0.0208333333333334,0.781902552204176,0.528931743163228,0.321535405086241,0.47449399844526,21005
"21007",1,1,0.624129930394432,1,0.402586893762545,0.805343364831395,21007
"21008",1,1,0.624129930394432,1,0.398579336083778,0.804541853295642,21008
"21009",0.719266958439321,0.166666666666667,0.624129930394432,0.528931743163228,0.361634858281143,0.480126031388958,21009
"21020",1,1,0.327146171693735,1,0.417761677022248,0.748981569743197,21020
"21021",1,1,0.510440835266821,1,0.449430494628958,0.791974265979156,21021
"21022",1,1,0.561484918793503,1,0.476991862743555,0.807695356307412,21022
"21023",1,1,0.561484918793503,1,0.497008286174481,0.811698640993597,21023
"21024",1,1,0.561484918793503,1,0.465675789871345,0.80543214173297,21024
"21025",1,1,0.561484918793503,1,0.44882364478839,0.802061712716379,21025
"21026",1,1,0.561484918793503,1,0.437996702226006,0.799896324203902,21026
"21179",1,1,0.877030162412993,1,0.238930853394084,0.823192203161416,21179
"21180",1,1,0.877030162412993,1,0.219308231506352,0.819267678783869,21180
"21181",1,1,0.877030162412993,1,0.170260042372664,0.809458040957131,21181
"21211",1,1,0.993039443155452,1,0.627504418461804,0.924108772323451,21211
"21212",1,1,0.993039443155452,1,0.616874995688982,0.921982887768887,21212
"21213",1,1,0.988399071925754,1,0.536075960225089,0.904895006430169,21213
"21214",1,1,0.988399071925754,1,0.428141441006615,0.883308102586474,21214
"21215",1,1,0.988399071925754,1,0.341071859673226,0.865894186319796,21215
"21216",1,1,0.988399071925754,1,0.335316478240546,0.86474311003326,21216
"21218",1,1,0.974477958236659,1,0.359100068145035,0.866715605276339,21218
"21220",1,1,0.958236658932715,1,0.362602153439697,0.864167762474482,21220
"21221",1,1,0.958236658932715,1,0.399443131438561,0.871535958074255,21221
"21227",1,1,0.979118329466357,1,0.31742501968035,0.859308669829342,21227
"21228",1,1,0.958236658932715,1,0.272607800652162,0.846168891916975,21228
"21229",1,1,0.958236658932715,1,0.241113439994256,0.839870019785394,21229
"21230",1,1,0.958236658932715,1,0.24697660129778,0.841042652046099,21230
"21242",1,1,0.424593967517401,1,0.282033109679195,0.741325415439319,21242
"21245",1,1,0.412993039443155,1,0.310394850336489,0.744677577955929,21245
"21281",1,1,0.480278422273782,1,0.330599136876722,0.762175511830101,21281
"21282",1,1,0.480278422273782,1,0.38812691707653,0.773681067870063,21282
"21300",1,1,0.624129930394432,1,0.405457934457317,0.80591757297035,21300
"21301",0.719266958439321,0.0416666666666666,0.327146171693735,0.528931743163228,0.453391360666926,0.414080580125975,21301
"21302",0.719266958439321,0.145833333333333,0.327146171693735,0.528931743163228,0.455218560210197,0.435279353367963,21302
"21303",1,1,0.327146171693735,1,0.439991708696513,0.75342757607805,21303
"21304",1,1,0.624129930394432,1,0.406596856768263,0.806145357432539,21304
"21305",0.666150269559686,0.0208333333333334,0.624129930394432,0.358113757235106,0.377217556693645,0.40928896944324,21305
"21306",1,1,0.624129930394432,1,0.381761502282319,0.80117828653535,21306
"21318",1,1,0.561484918793503,1,0.417395006152154,0.795775984989132,21318
"21319",1,1,0.561484918793503,1,0.407019274627674,0.793700838684236,21319
"21472",1,1,0.877030162412993,1,0.239008637422961,0.823207759967191,21472
"21473",1,1,0.877030162412993,1,0.222106687923154,0.819827370067229,21473
"21474",0.666150269559686,0.0416666666666666,0.877030162412993,0.358113757235106,0.182134504821885,0.425019072139267,21474
"21500",1,1,0.988399071925754,1,0.567805547709748,0.911240923927101,21500
"21505",1,1,0.988399071925754,1,0.523672255101902,0.902414265405531,21505
"21506",1,1,0.988399071925754,1,0.503959893295452,0.898471793044241,21506
"21507",1,1,0.988399071925754,1,0.445040065495638,0.886687827484278,21507
"21509",1,1,0.993039443155452,1,0.344211589537323,0.867450206538555,21509
"21510",0.719266958439321,0.0416666666666666,0.988399071925754,0.528931743163228,0.356775319647613,0.527007951968516,21510
"21535",1,1,0.424593967517401,1,0.233540975540478,0.731626988611576,21535
"21536",1,1,0.424593967517401,1,0.260045025598162,0.736927798623113,21536
"21537",1,1,0.412993039443155,1,0.292587472102187,0.741116102309068,21537
"21538",1,1,0.412993039443155,1,0.316174638763223,0.745833535641276,21538
"21539",1,1,0.424593967517401,1,0.356499273007616,0.756218648105003,21539
"21540",1,1,0.169373549883991,1,0.371956752928884,0.708266060562575,21540
"21541",1,1,0.169373549883991,1,0.328618208643366,0.699598351705471,21541
"21542",1,1,0.169373549883991,1,0.247884930573598,0.683451696091518,21542
"21573",1,1,0.480278422273782,1,0.310746381795778,0.758204960813912,21573
"21574",1,1,0.480278422273782,1,0.347117224493232,0.765479129353403,21574
"21575",1,1,0.480278422273782,1,0.320039114860906,0.760063507426938,21575
"21579",1,1,0.663573085846868,1,0.392042364882085,0.811123090145791,21579
"21581",1,1,0.663573085846868,1,0.31411811959321,0.795538241088016,21581
"21594",1,1,0.327146171693735,1,0.471403368554276,0.759709908049602,21594
"21595",1,1,0.327146171693735,1,0.480817110788475,0.761592656496442,21595
"21598",1,1,0.624129930394432,1,0.328089956398143,0.790443977358515,21598
"21599",0.719266958439321,0.125,0.624129930394432,0.528931743163228,0.300320173777798,0.459529761154956,21599
"21600",1,1,0.781902552204176,1,0.331192686674153,0.822619047775666,21600
"21754",1,1,0.939675174013921,1,0.239033398141567,0.835741714431098,21754
"21755",0.719266958439321,0.895833333333333,0.946635730858469,0.528931743163228,0.301639778589654,0.678461508876801,21755
"21756",1,1,0.946635730858469,1,0.361930501261293,0.861713246423952,21756
"21757",0.719266958439321,0,0.946635730858469,0.528931743163228,0.380850661562186,0.515137018804641,21757
"21764",1,1,0.877030162412993,1,0.217713853462884,0.818948803175175,21764
"21765",0.47749693482624,0,0.877030162412993,0.0801524305022903,0.248204768313072,0.336576859210919,21765
"21766",0.630534539424878,0.166666666666667,0.877030162412993,0.269859667168507,0.210937516857186,0.431005710506046,21766
"21767",0.719266958439321,0.0416666666666666,0.877030162412993,0.528931743163228,0.163788616330366,0.466136829402515,21767
"21792",1,1,0.990719257540603,1,0.525521244077546,0.90324810032363,21792
"21793",1,1,0.990719257540603,1,0.509748666325794,0.900093584773279,21793
"21827",1,1,0.624129930394432,1,0.289940232931154,0.782814032665117,21827
"21828",1,1,0.424593967517401,1,0.357296992616177,0.756378192026716,21828
"21829",1,1,0.424593967517401,1,0.374474988755981,0.759813791254677,21829
"21830",1,1,0.412993039443155,1,0.354287150407393,0.75345603797011,21830
"21831",1,1,0.412993039443155,1,0.347609467579111,0.752120501404453,21831
"21832",1,1,0.412993039443155,1,0.356294749471933,0.753857557783018,21832
"21833",1,1,0.424593967517401,1,0.351496263695994,0.755218046242679,21833
"21834",1,1,0.169373549883991,1,0.351179609477483,0.704110631872295,21834
"21835",1,1,0.169373549883991,1,0.345168980408435,0.702908506058485,21835
"21848",1,1,0.480278422273782,1,0.214664535594152,0.738988591573587,21848
"21849",1,1,0.480278422273782,1,0.249565016075897,0.745968687669936,21849
"21859",1,1,0.169373549883991,1,0.292509794190676,0.692376668814933,21859
"21866",1,1,0.480278422273782,1,0.299955413020282,0.756046767058813,21866
"21874",1,1,0.663573085846868,1,0.273588042129302,0.787432225595234,21874
"22047",1,1,0.939675174013921,1,0.214875496916672,0.830910134186119,22047
"22048",0.429959435691436,0.0208333333333334,0.946635730858469,0.0561088409748447,0.240376985478015,0.33878286526722,22048
"22049",1,1,0.946635730858469,1,0.29528525851163,0.84838419787402,22049
"22059",0.527865183416705,0.0625,0.877030162412993,0.11833203029275,0.227365935299889,0.362618662284467,22059
"22086",1,1,0.997679814385151,1,0.535553721297242,0.906646707136479,22086
"22087",1,1,0.997679814385151,1,0.534546384519457,0.906445239780922,22087
"22100",1,1,0.981438515081206,1,0.547511662740619,0.905790035564365,22100
"22101",0.719266958439321,0.0833333333333334,0.981438515081206,0.528931743163228,0.478854010272515,0.558364912057921,22101
"22121",1,1,0.327146171693735,1,0.357385423754054,0.736906319089558,22121
"22122",1,1,0.510440835266821,1,0.339475430027359,0.769983253058836,22122
"22123",1,1,0.412993039443155,1,0.306461539441083,0.743890915776848,22123
"22124",1,1,0.412993039443155,1,0.316059713656438,0.745810550619919,22124
"22125",1,1,0.412993039443155,1,0.34137768992046,0.750874145872723,22125
"22126",1,1,0.412993039443155,1,0.339680307287592,0.75053466934615,22126
"22127",1,1,0.424593967517401,1,0.341852034544032,0.753289200412287,22127
"22128",1,1,0.424593967517401,1,0.331272416188063,0.751173276741093,22128
"22141",1,1,0.480278422273782,1,0.188573883419816,0.73377046113872,22141
"22148",1,1,0.169373549883991,1,0.295552320548018,0.692985174086402,22148
"22149",0.666150269559686,0.0625,0.169373549883991,0.358113757235106,0.272991202693542,0.305825755874465,22149
"22150",1,1,0.169373549883991,1,0.289599737677873,0.691794657512373,22150
"22151",1,1,0.169373549883991,1,0.2926339161358,0.692401493203958,22151
"22152",1,1,0.169373549883991,1,0.25795858133109,0.685466426243016,22152
"22153",1,1,0.169373549883991,1,0.240220356246608,0.68191878122612,22153
"22166",1,1,0.663573085846868,1,0.348826704505761,0.802479958070526,22166
"22167",1,1,0.663573085846868,1,0.273814213607536,0.787477459890881,22167
"22169",1,1,0.577726218097448,1,0.391139872061367,0.793773218031763,22169
"22170",1,1,0.577726218097448,1,0.403818421161076,0.796308927851705,22170
"22188",1,1,0.327146171693735,1,0.431906555877779,0.751810545514303,22188
"22189",1,1,0.624129930394432,1,0.397638287286945,0.804353643536275,22189
"22192",1,1,0.624129930394432,1,0.320748721683686,0.788975730415624,22192
"22193",1,1,0.327146171693735,1,0.409121176657646,0.747253469670276,22193
"22381",1,1,0.990719257540603,1,0.493627033186614,0.896869258145443,22381
"22407",1,1,0.88631090487239,1,0.328878196188724,0.843037820212223,22407
"22411",1,1,0.754060324825986,1,0.299295009282617,0.810671066821721,22411
"22412",1,1,0.624129930394432,1,0.329616631562453,0.790749312391377,22412
"22413",1,1,0.327146171693735,1,0.326157559173254,0.730660746173398,22413
"22414",1,1,0.327146171693735,1,0.323348526392362,0.73009893961722,22414
"22415",1,1,0.510440835266821,1,0.308674298745498,0.763823026802464,22415
"22416",1,1,0.510440835266821,1,0.284090477788132,0.758906262610991,22416
"22417",1,1,0.561484918793503,1,0.272862305466972,0.766869444852095,22417
"22418",1,1,0.412993039443155,1,0.289573455943696,0.74051329907737,22418
"22419",1,1,0.412993039443155,1,0.320422693764561,0.746683146641543,22419
"22420",1,1,0.412993039443155,1,0.319373475999878,0.746473303088607,22420
"22421",1,1,0.412993039443155,1,0.319306798921918,0.746459967673015,22421
"22442",1,1,0.169373549883991,1,0.3017455068581,0.694223811348418,22442
"22443",1,1,0.169373549883991,1,0.296624742643281,0.693199658505454,22443
"22444",1,1,0.169373549883991,1,0.281380983096034,0.690150906596005,22444
"22459",1,1,0.663573085846868,1,0.354766305684866,0.803667878306347,22459
"22460",1,1,0.663573085846868,1,0.301751237195834,0.793064864608541,22460
"22480",1,1,0.510440835266821,1,0.420516342339573,0.786191435521279,22480
"22481",1,1,0.510440835266821,1,0.453350894578234,0.792758345969011,22481
"22482",1,1,0.327146171693735,1,0.507366119236655,0.766902458186078,22482
"22484",1,1,0.327146171693735,1,0.366289307419708,0.738687095822689,22484
"22485",1,1,0.327146171693735,1,0.364067634256596,0.738242761190066,22485
"22486",1,1,0.327146171693735,1,0.384426321563562,0.742314498651459,22486
"22487",1,1,0.327146171693735,1,0.388231195074315,0.74307547335361,22487
"22674",1,1,0.986078886310905,1,0.462046151503409,0.889625007562863,22674
"22675",1,1,0.986078886310905,1,0.422644915200729,0.881744760302327,22675
"22699",1,1,0.969837587006961,1,0.318271341042288,0.85762178560985,22699
"22701",1,1,0.88631090487239,1,0.24493741463079,0.826249663900636,22701
"22702",1,1,0.88631090487239,1,0.252711360589107,0.827804453092299,22702
"22706",1,1,0.327146171693735,1,0.369546898304368,0.739338613999621,22706
"22707",1,1,0.327146171693735,1,0.317240481581828,0.728877330655113,22707
"22708",1,1,0.327146171693735,1,0.291451450332563,0.72371952440526,22708
"22709",1,1,0.510440835266821,1,0.281256790406,0.758339525134564,22709
"22710",1,1,0.510440835266821,1,0.278122896997002,0.757712746452765,22710
"22711",1,1,0.412993039443155,1,0.292103364680993,0.74101928082483,22711
"22712",1,1,0.412993039443155,1,0.314017201978664,0.745402048284364,22712
"22713",1,1,0.412993039443155,1,0.322518158007696,0.74710223949017,22713
"22714",1,1,0.412993039443155,1,0.321569079663544,0.74691242382134,22714
"22717",1,1,0.169373549883991,1,0.261591792316997,0.686193068440197,22717
"22718",1,1,0.169373549883991,1,0.266614716320868,0.687197653240972,22718
"22719",1,1,0.169373549883991,1,0.226368149084994,0.679148339793797,22719
"22720",1,1,0.169373549883991,1,0.179895499155748,0.669853809807948,22720
"22721",1,1,0.169373549883991,1,0.215403324692432,0.676955374915285,22721
"22722",1,1,0.169373549883991,1,0.276898585579322,0.689254427092663,22722
"22723",1,1,0.169373549883991,1,0.29086798168485,0.692048306313768,22723
"22724",1,1,0.169373549883991,1,0.293970605843494,0.692668831145497,22724
"22725",1,1,0.169373549883991,1,0.28910671639798,0.691696053256394,22725
"22770",1,1,0.327146171693735,1,0.456512130895063,0.75673166051776,22770
"22771",1,1,0.510440835266821,1,0.45261826028715,0.792611819110794,22771
"22772",1,1,0.510440835266821,1,0.445235958152263,0.791135358683817,22772
"22773",1,1,0.510440835266821,1,0.442464526291196,0.790581072311604,22773
"22777",1,1,0.510440835266821,1,0.457165177162057,0.793521202485776,22777
"22778",1,1,0.510440835266821,1,0.44855608753763,0.79179938456089,22778
"22779",1,1,0.327146171693735,1,0.468022964505333,0.759033827239814,22779
"22780",1,1,0.327146171693735,1,0.434316622737025,0.752292558886152,22780
"22783",1,1,0.510440835266821,1,0.443771609253929,0.79084248890415,22783
"22784",1,1,0.510440835266821,1,0.427560413058308,0.787600249665026,22784
"22993",1,1,0.969837587006961,1,0.299862560325512,0.853940029466494,22993
"22994",1,1,0.88631090487239,1,0.274604292765785,0.832183039527635,22994
"22996",1,1,0.88631090487239,1,0.267290188724429,0.830720218719364,22996
"22997",1,1,0.691415313225058,1,0.304694508444024,0.799221964333816,22997
"22998",1,1,0.691415313225058,1,0.369552416407372,0.812193545926486,22998
"22999",1,1,0.327146171693735,1,0.393358927662799,0.744101019871307,22999
"23001",0.666150269559686,0.0625,0.327146171693735,0.358113757235106,0.25387299201626,0.333556638100957,23001
"23002",1,1,0.327146171693735,1,0.25755621965375,0.716940478269497,23002
"23003",1,1,0.424593967517401,1,0.259460920246256,0.736810977552732,23003
"23004",1,1,0.424593967517401,1,0.269292623410517,0.738777318185584,23004
"23005",1,1,0.424593967517401,1,0.291555303860886,0.743229854275657,23005
"23006",1,1,0.424593967517401,1,0.289083335205126,0.742735460544505,23006
"23007",1,1,0.424593967517401,1,0.288841918198721,0.742687177143225,23007
"23008",1,1,0.424593967517401,1,0.269691341724977,0.738857061848476,23008
"23009",1,1,0.169373549883991,1,0.259407330976702,0.685756176172139,23009
"23010",1,1,0.169373549883991,1,0.265022036155248,0.686879117207848,23010
"23011",1,1,0.169373549883991,1,0.224959617920888,0.678866633560976,23011
"23012",1,1,0.169373549883991,1,0.186992628557209,0.67127323568824,23012
"23013",1,1,0.169373549883991,1,0.17267704223312,0.668410118423422,23013
"23014",0.666150269559686,0.354166666666667,0.169373549883991,0.358113757235106,0.188736101499138,0.347308068968917,23014
"23015",1,1,0.169373549883991,1,0.23394362019746,0.68066343401629,23015
"23016",1,1,0.169373549883991,1,0.305203482701189,0.694915406517036,23016
"23017",1,1,0.614849187935035,1,0.345423732830431,0.792054584153093,23017
"23018",1,1,0.614849187935035,1,0.337248168016332,0.790419471190273,23018
"23031",1,1,0.169373549883991,1,0.290367426072011,0.6919481951912,23031
"23032",1,1,0.169373549883991,1,0.307142812927288,0.695303272562256,23032
"23034",1,1,0.480278422273782,1,0.252929113423015,0.74664150713936,23034
"23061",1,1,0.624129930394432,1,0.289731853797861,0.782772356838459,23061
"23062",1,1,0.624129930394432,1,0.324831551947015,0.789792296468289,23062
"23063",1,1,0.327146171693735,1,0.370451725707126,0.739519579480172,23063
"23064",0.719266958439321,0.0208333333333334,0.327146171693735,0.528931743163228,0.422104282596204,0.403656497845164,23064
"23065",1,1,0.510440835266821,1,0.389690167359466,0.780026200525257,23065
"23066",1,1,0.510440835266821,1,0.36877344420004,0.775842855893372,23066
"23067",1,1,0.510440835266821,1,0.460314669823776,0.79415110101812,23067
"23068",1,1,0.510440835266821,1,0.46002716250831,0.794093599555026,23068
"23069",1,1,0.510440835266821,1,0.431668640744435,0.788421895202251,23069
"23070",1,1,0.510440835266821,1,0.462781261866353,0.794644419426635,23070
"23071",1,1,0.561484918793503,1,0.448800228223081,0.802057029403317,23071
"23072",1,1,0.561484918793503,1,0.44728975364323,0.801754934487347,23072
"23073",1,1,0.510440835266821,1,0.466608207789121,0.795409808611188,23073
"23085",1,1,0.728538283062645,1,0.479321775619429,0.841572011736415,23085
"23086",1,1,0.728538283062645,1,0.418157707030116,0.829339198018552,23086
"23286",1,1,0.969837587006961,1,0.34075619588346,0.862118756578084,23286
"23287",1,1,0.969837587006961,1,0.327635915563827,0.859494700514158,23287
"23288",1,1,0.88631090487239,1,0.303609812106824,0.837984143395843,23288
"23289",1,1,0.88631090487239,1,0.269873085399542,0.831236798054386,23289
"23290",1,1,0.691415313225058,1,0.295027959272863,0.797288654499584,23290
"23291",1,1,0.691415313225058,1,0.323799136098528,0.803042889864717,23291
"23292",1,1,0.691415313225058,1,0.325207242793172,0.803324511203646,23292
"23293",1,1,0.327146171693735,1,0.306174881064541,0.726664210551655,23293
"23294",1,1,0.327146171693735,1,0.270933905329515,0.71961601540465,23294
"23295",1,1,0.327146171693735,1,0.213305844219354,0.708090403182618,23295
"23296",1,1,0.424593967517401,1,0.185837965503721,0.722086386604224,23296
"23297",1,1,0.424593967517401,1,0.200939916878268,0.725106776879134,23297
"23298",1,1,0.424593967517401,1,0.242145608235557,0.733347915150592,23298
"23299",0.719266958439321,0.0208333333333334,0.424593967517401,0.528931743163228,0.267951229166287,0.392315446323914,23299
"23300",1,1,0.424593967517401,1,0.308169746045227,0.746552742712526,23300
"23301",1,1,0.424593967517401,1,0.324819702174539,0.749882733938388,23301
"23302",1,1,0.169373549883991,1,0.33042984430637,0.699960678838072,23302
"23303",1,1,0.169373549883991,1,0.335934647266762,0.70106163943015,23303
"23304",1,1,0.169373549883991,1,0.310221313071519,0.695918972591102,23304
"23305",1,1,0.169373549883991,1,0.232506048247675,0.680375919626333,23305
"23306",1,1,0.169373549883991,1,0.200411735377956,0.673957057052389,23306
"23307",1,1,0.169373549883991,1,0.262482364620329,0.686371182900864,23307
"23308",1,1,0.169373549883991,1,0.320374834832742,0.697949676943347,23308
"23309",1,1,0.614849187935035,1,0.337099037745416,0.79038964513609,23309
"23323",1,1,0.169373549883991,1,0.239299399004301,0.681734589777658,23323
"23324",1,1,0.169373549883991,1,0.264539237514894,0.686782557479777,23324
"23325",1,1,0.169373549883991,1,0.28007588099079,0.689889886174956,23325
"23326",1,1,0.169373549883991,1,0.276019014109542,0.689078512798707,23326
"23327",1,1,0.480278422273782,1,0.271432197105224,0.750342123875801,23327
"23342",0.719266958439321,0.125,0.663573085846868,0.528931743163228,0.328504733807242,0.473055304251332,23342
"23354",0.602983525218638,0,0.624129930394432,0.215960144635439,0.357434874446355,0.360101694938972,23354
"23355",0.666150269559686,0,0.624129930394432,0.358113757235106,0.285855068085786,0.386849805055002,23355
"23356",0.719266958439321,0,0.624129930394432,0.528931743163228,0.341536087774625,0.442772943954321,23356
"23357",1,1,0.327146171693735,1,0.419345514074081,0.749298337153563,23357
"23358",1,1,0.327146171693735,1,0.45066937949816,0.755563110238379,23358
"23359",0.666150269559686,0,0.327146171693735,0.358113757235106,0.444108991731158,0.359103838043937,23359
"23360",0.719266958439321,0,0.510440835266821,0.528931743163228,0.442229299464443,0.440173767266763,23360
"23361",1,1,0.510440835266821,1,0.454368913837475,0.792961949820859,23361
"23362",1,1,0.510440835266821,1,0.472346751933149,0.796557517439994,23362
"23363",1,1,0.561484918793503,1,0.474320747165296,0.80716113319176,23363
"23371",1,1,0.327146171693735,1,0.369428612814344,0.739314956901616,23371
"23372",1,1,0.327146171693735,1,0.421319084836766,0.7496930513061,23372
"23376",1,1,0.561484918793503,1,0.507893947012416,0.813875773161184,23376
"23377",1,1,0.561484918793503,1,0.51196177935476,0.814689339629653,23377
"23378",1,1,0.728538283062645,1,0.516771513571438,0.849061959326817,23378
"23379",1,1,0.728538283062645,1,0.537928769425889,0.853293410497707,23379
"23380",1,1,0.728538283062645,1,0.540863480539932,0.853880352720516,23380
"23381",1,1,0.728538283062645,1,0.506539464959781,0.847015549604485,23381
"23382",1,1,0.728538283062645,1,0.523212837654403,0.85035022414341,23382
"23383",1,1,0.728538283062645,1,0.524832188651208,0.850674094342771,23383
"23384",1,1,0.728538283062645,1,0.509810851101949,0.847669826832919,23384
"23385",1,1,0.728538283062645,1,0.480824609748967,0.841872578562322,23385
"23582",1,1,0.88631090487239,1,0.318977304502188,0.841057641874916,23582
"23583",1,1,0.902552204176334,1,0.327957663415879,0.846101973518443,23583
"23584",1,1,0.758700696055684,1,0.321362363035643,0.816012611818266,23584
"23585",1,1,0.691415313225058,1,0.305456714107614,0.799374405466534,23585
"23586",1,1,0.758700696055684,1,0.302121409938988,0.812164421198935,23586
"23587",1,1,0.510440835266821,1,0.31543857334399,0.765175881722162,23587
"23588",1,1,0.327146171693735,1,0.324504038384773,0.730330042015702,23588
"23589",1,1,0.327146171693735,1,0.304347575403905,0.726298749419528,23589
"23590",1,1,0.424593967517401,1,0.286180388555808,0.742154871214642,23590
"23591",1,1,0.424593967517401,1,0.270357652662653,0.738990324036011,23591
"23592",1,1,0.424593967517401,1,0.271104400563342,0.739139673616149,23592
"23593",1,1,0.424593967517401,1,0.301404657880267,0.745199725079534,23593
"23594",1,1,0.424593967517401,1,0.313303350461266,0.747579463595733,23594
"23595",1,1,0.169373549883991,1,0.313555379204215,0.696585785817641,23595
